Start_Lat,Start_Lng,Start_Time,Severity
33.987499,-118.13755,2016-07-17 01:57:32,3
38.036194,-121.969917,2016-03-29 12:45:47,2
37.50425,-121.933205,2016-06-04 20:06:08,3
37.752502,-122.403008,2016-03-25 18:48:31,2
33.872032,-117.665222,2016-07-15 18:45:21,2
37.701576,-121.872177,2016-09-14 12:44:39,3
38.630802,-121.216919,2016-06-07 19:54:46,2
37.339455,-121.852043,2016-09-07 13:46:46,2
37.162212,-121.983818,2016-04-22 18:03:09,2
37.936695,-121.297684,2016-04-01 19:57:40,2
38.568787,-121.330902,2016-04-19 12:21:43,2
37.385822,-121.976852,2016-07-25 12:51:18,2
38.455986,-121.405205,2016-09-30 09:50:44,2
38.017952,-121.894058,2016-10-07 23:04:16,2
37.143131,-122.131905,2016-09-22 09:30:49,2
38.684624,-123.426376,2016-06-29 01:23:20,2
38.598305,-121.415367,2016-12-23 22:17:56,2
37.719162,-122.448273,2016-11-01 10:32:11,3
37.318287,-121.831551,2016-06-22 11:23:11,2
37.785542,-122.39138,2016-08-18 01:25:36,3
37.303501,-122.035385,2016-04-07 19:13:54,2
37.429478,-121.918472,2016-04-27 12:27:45,3
37.701103,-122.02116399999998,2016-10-16 13:55:08,3
38.73175,-120.785744,2016-08-28 19:06:13,2
37.893452,-121.282349,2016-08-16 07:58:17,3
37.703403,-121.736855,2016-06-25 07:17:37,3
38.28907,-122.490173,2016-10-15 14:32:14,2
38.011936,-121.867256,2016-10-19 09:29:25,2
38.76119600000001,-120.570251,2017-01-25 23:55:47,2
38.68777100000001,-121.343819,2016-04-06 18:01:05,2
37.694099,-121.675606,2016-10-13 14:41:55,2
33.725821999999994,-117.803909,2016-07-18 21:56:18,3
39.284885,-120.964943,2016-10-04 14:14:34,2
37.799576,-122.222092,2016-05-10 12:14:39,3
38.544781,-121.473984,2017-01-07 04:43:02,2
37.920948,-122.062195,2016-09-01 11:43:52,3
38.101051,-121.30632,2016-09-30 18:28:59,2
38.617699,-121.371597,2016-11-14 21:34:05,2
37.315899,-121.97583,2016-05-10 10:56:41,2
37.527058,-122.270821,2016-09-20 10:22:09,2
37.761093,-120.995758,2016-03-30 20:59:02,2
37.808498,-122.366852,2016-05-27 00:07:28,3
36.977036,-121.905731,2017-01-18 19:00:10,2
36.961193,-121.86293,2016-09-22 10:19:13,2
37.777473,-122.236794,2016-07-08 14:19:41,3
38.553833,-121.474007,2016-04-06 19:58:45,2
38.5368,-121.515038,2016-08-31 18:43:10,3
37.804214,-122.472252,2016-06-02 13:24:36,2
37.824085,-122.267754,2016-08-28 22:29:05,3
37.51136,-121.937637,2016-09-13 19:08:23,3
38.496132,-121.441521,2016-06-03 14:14:55,2
33.989284999999995,-118.243286,2016-07-05 04:40:07,2
36.946751,-121.847122,2016-09-09 12:06:56,2
37.717979,-121.701424,2016-10-30 14:27:39,4
38.464092,-122.726822,2016-11-22 20:08:12,2
37.34547,-121.922981,2016-11-18 20:01:24,3
37.852909,-122.492371,2016-08-19 05:51:16,2
37.495384,-121.923294,2016-04-25 18:14:47,3
37.349277,-122.060059,2016-04-11 23:52:23,2
33.203228,-117.383598,2016-07-05 16:57:16,2
36.859879,-121.604027,2017-01-06 19:44:58,2
38.610462,-121.38296499999998,2016-05-04 19:09:39,2
37.779552,-121.314514,2016-12-22 21:32:28,2
38.517776,-122.488297,2016-11-28 14:37:54,2
37.301517,-121.876823,2016-05-17 05:35:28,2
39.233021,-121.038948,2016-03-25 16:36:04,2
38.660831,-121.337288,2016-07-06 18:19:16,2
33.958836,-117.30957,2016-07-05 21:41:04,3
38.642567,-121.35717,2016-04-17 16:48:44,2
38.119484,-122.713844,2016-11-24 15:14:35,2
37.535507,-122.075211,2016-04-22 19:06:08,2
37.851658,-121.282875,2016-07-08 18:44:29,3
37.700951,-121.80175,2017-01-06 03:13:07,3
37.932465,-122.403297,2016-08-11 12:08:13,3
38.63718400000001,-121.38298,2016-06-12 16:39:25,2
37.35117,-120.623901,2016-12-14 12:06:26,2
37.38237,-121.904358,2016-05-02 13:26:52,3
33.974655,-118.280991,2016-07-07 05:52:53,3
37.470013,-121.908699,2016-08-06 07:49:43,3
38.270065,-122.331276,2016-08-06 19:47:13,2
37.75148400000001,-121.470055,2016-05-19 09:37:42,3
37.363445,-121.897217,2017-01-23 21:21:22,2
34.018009,-118.052849,2016-06-22 15:01:38,3
34.010056,-117.823219,2016-06-23 13:11:42,2
37.507488,-121.967377,2016-12-17 15:21:33,3
38.58131,-121.463463,2016-11-22 15:32:04,3
38.028133,-122.537819,2016-10-18 14:14:55,2
37.961742,-122.509804,2016-05-03 11:40:37,3
38.519505,-121.521988,2016-11-25 00:10:01,3
37.923294,-122.061287,2016-09-03 11:13:55,3
37.25835,-121.858658,2016-08-31 11:42:04,2
37.700111,-121.778809,2016-04-28 21:40:55,3
38.966942,-121.020134,2016-06-04 13:26:27,3
32.760567,-117.19442,2016-06-30 21:34:39,3
37.348045,-122.059784,2016-04-01 11:59:31,2
38.467033,-123.050957,2016-11-15 01:56:36,2
37.466541,-121.905518,2016-12-02 09:16:57,3
34.024857,-118.42836,2016-07-08 14:06:11,3
37.701649,-121.911278,2016-12-06 19:14:03,3
37.932465,-122.403297,2016-09-10 16:18:55,3
34.038456,-118.27401,2016-07-14 14:25:11,2
38.640575,-121.477364,2016-07-23 20:22:26,3
34.282394000000004,-118.777199,2016-06-23 11:38:05,2
38.671062,-121.591156,2017-01-16 10:02:39,3
37.838303,-121.61218999999998,2017-01-11 18:20:04,2
32.812962,-116.961716,2016-06-27 15:17:01,2
38.63718400000001,-121.38298,2016-10-13 00:01:00,2
37.720112,-121.65863799999998,2016-08-23 14:04:45,3
37.765285,-122.404907,2016-09-24 15:19:45,2
33.960148,-118.244179,2016-07-12 15:18:36,2
38.252132,-122.489708,2016-07-16 15:48:12,2
37.328884,-121.870255,2016-04-22 21:33:03,3
38.233418,-122.618179,2016-09-09 15:11:07,2
38.536011,-121.953125,2017-01-02 17:15:00,3
38.29512,-122.252808,2016-04-06 09:52:52,2
34.018009,-118.052849,2016-07-06 17:26:18,3
38.526783,-121.952782,2016-10-23 10:24:50,3
34.124657,-118.079361,2016-07-05 10:16:06,2
36.493896,-121.427475,2016-09-08 16:07:46,2
38.769897,-121.24855,2017-01-07 02:43:13,3
38.429111,-121.425125,2016-09-06 18:41:19,2
38.63332,-121.328156,2016-05-27 15:21:10,2
37.980579,-122.29693600000002,2016-07-12 14:42:01,2
37.507153,-122.338486,2016-09-15 21:24:50,3
37.651726,-122.390129,2016-04-07 11:24:24,2
38.757442,-120.593201,2016-11-16 17:02:55,2
37.932495,-122.403526,2016-04-03 15:16:13,3
38.945255,-121.046089,2016-06-22 17:56:42,3
36.666584,-121.62825,2016-07-13 11:55:13,2
37.979328,-122.043022,2016-11-30 12:18:11,2
37.731361,-122.423836,2016-10-02 07:49:25,3
37.753368,-121.352516,2016-07-15 16:09:46,2
37.709412,-122.470924,2016-05-09 22:11:53,3
37.670162,-122.392151,2016-09-08 20:30:57,2
37.022938,-122.037102,2016-08-02 14:16:16,2
38.606785,-121.431801,2016-04-06 19:36:24,3
37.763535,-121.418747,2016-05-20 20:42:48,3
33.982792,-118.395348,2016-07-03 03:51:12,3
37.719204,-121.6604,2016-12-30 21:29:25,3
37.259937,-121.968719,2016-12-01 11:53:09,2
37.96041500000001,-121.250298,2016-05-11 18:57:48,2
38.201214,-120.692749,2016-11-03 16:19:08,2
38.222542,-121.428131,2016-05-12 16:01:01,2
32.72541,-117.074028,2016-06-23 13:15:18,2
38.560219,-121.466492,2016-07-06 17:40:38,3
39.072006,-121.549225,2017-01-14 18:58:52,2
38.652668,-121.070602,2016-04-03 18:30:31,3
37.695385,-122.073692,2016-04-01 00:00:16,2
37.50917800000001,-122.341911,2016-09-04 16:49:10,3
37.79324,-122.469521,2017-01-19 14:42:20,2
37.752502,-122.403008,2016-11-08 16:21:58,2
38.15519000000001,-121.676437,2016-05-30 16:24:48,2
37.842594,-122.2976,2016-09-03 15:35:50,3
38.008995,-122.029991,2016-09-07 19:30:52,2
37.740681,-121.504189,2016-06-04 14:24:19,3
38.608906,-121.270538,2016-10-17 07:41:05,2
38.320869,-121.444565,2017-01-13 08:00:54,2
37.71928,-122.176796,2016-11-01 03:11:43,3
37.837833,-122.264168,2017-01-07 05:16:28,2
38.241276,-122.269112,2016-05-02 09:50:19,2
38.761417,-120.575806,2016-10-03 07:05:12,2
36.974895,-121.897293,2016-07-23 15:36:01,2
37.333534,-121.937454,2016-10-17 19:43:35,3
37.966309,-122.322304,2016-08-01 11:28:00,3
37.891716,-121.487747,2017-01-20 22:35:49,2
38.429401,-122.71476,2016-08-24 09:08:50,2
37.701103,-122.02116399999998,2016-07-02 23:47:51,3
38.325027,-121.327293,2016-12-06 16:04:26,2
34.000702000000004,-117.844833,2016-07-06 13:43:46,2
38.564911,-121.490952,2016-05-09 15:36:53,2
36.776188,-121.669502,2016-09-21 22:16:25,2
37.701576,-121.872177,2016-11-07 17:24:47,3
36.832226,-121.694489,2016-10-08 14:46:18,2
34.083096000000005,-118.227676,2016-07-08 18:09:16,3
38.629658,-121.404053,2016-11-16 11:39:18,3
38.610432,-121.379333,2016-07-21 20:04:14,2
38.66909,-121.355118,2016-09-15 22:20:15,2
37.626137,-120.985962,2016-12-12 16:13:33,2
37.66254,-122.386086,2016-07-06 09:01:21,2
37.523506,-122.266846,2016-11-08 20:31:46,2
37.037411,-121.55809,2016-09-03 08:32:22,2
37.926517,-122.059998,2016-05-16 18:39:50,2
37.421124,-122.092476,2016-07-08 02:35:02,2
37.2495,-121.959633,2016-06-27 00:29:09,2
37.41095,-122.075134,2016-09-18 12:46:43,2
38.671204,-121.548538,2016-04-20 22:55:39,3
34.063168,-117.396423,2016-07-18 13:37:19,2
34.235107,-118.412354,2016-06-29 09:38:52,3
37.963177,-122.373672,2016-04-20 09:39:35,2
37.735058,-122.407143,2016-12-12 05:08:57,3
37.470577,-121.908745,2016-05-09 12:13:08,3
34.013268,-118.488762,2016-07-05 17:19:59,3
37.719368,-121.476654,2017-01-10 11:27:39,2
37.688061,-122.139061,2016-10-07 16:37:09,2
37.701668,-121.769699,2016-07-03 04:57:46,3
37.714737,-121.710014,2016-12-30 21:10:24,3
38.536781,-120.697395,2016-04-18 18:51:07,2
38.566296,-121.348869,2016-11-23 17:23:33,2
37.711315,-122.167976,2016-09-05 13:24:22,3
37.443542,-122.117233,2016-08-04 12:19:10,2
37.807072,-122.475616,2016-11-20 16:20:06,2
37.720112,-121.65863799999998,2016-08-18 11:13:47,3
37.250729,-121.910713,2016-06-21 10:16:26,2
38.304993,-122.49337,2016-09-20 17:41:50,2
37.339985,-121.852127,2016-11-18 12:15:05,2
38.596024,-121.401497,2016-08-31 19:02:50,2
38.553787,-121.473694,2016-11-15 16:49:13,2
37.739689,-121.121376,2016-09-23 10:48:38,2
33.90641,-117.45686299999998,2016-07-07 12:38:07,2
39.52626400000001,-121.481194,2016-09-12 22:00:03,2
37.851349,-122.028984,2016-07-29 08:12:50,3
38.682598,-121.337006,2016-11-04 11:18:05,3
37.789341,-122.25428,2016-08-05 08:52:47,3
38.543362,-121.731667,2016-06-04 12:26:24,3
38.179379,-122.132286,2016-05-16 18:39:29,3
38.495682,-121.506065,2016-09-13 10:50:30,2
37.881908,-122.308258,2016-09-12 19:30:50,3
36.98407,-121.989571,2016-06-02 11:06:05,2
38.639969,-121.27198,2016-12-20 20:49:44,2
38.553635,-121.473969,2016-04-06 22:04:57,2
37.462418,-122.144402,2016-11-08 10:44:55,2
38.243767,-121.514366,2016-11-21 13:26:22,2
38.115948,-121.395081,2017-01-09 08:43:15,2
37.509838,-122.488075,2016-04-08 12:16:58,2
34.42062,-119.829926,2016-07-04 11:34:43,2
37.729214,-122.138474,2016-12-13 05:15:38,3
37.902233,-122.511177,2016-10-31 13:00:26,2
38.50248300000001,-122.995354,2016-03-28 20:21:35,2
37.874702,-121.278,2016-10-26 10:50:51,3
37.826954,-122.286156,2016-05-29 05:45:06,3
38.472912,-121.823708,2016-11-19 19:52:14,2
38.697601,-121.36368600000002,2016-12-04 19:46:34,2
37.728951,-122.186005,2016-11-05 11:16:52,3
38.638889,-121.327972,2017-01-03 16:32:09,2
33.888226,-117.552567,2016-07-14 09:44:01,3
38.00058,-122.282661,2016-11-03 10:50:53,3
38.6609,-121.359138,2016-06-04 20:38:14,3
38.41526,-122.723549,2016-05-29 07:48:16,2
38.109577,-122.229515,2016-10-07 00:41:32,2
37.696068,-122.105057,2016-08-11 20:19:08,3
38.583015,-121.50322,2016-07-29 18:50:09,3
37.36079,-121.817703,2016-10-08 04:02:46,2
37.779995,-122.238327,2016-08-29 13:35:04,3
38.240044,-122.091743,2016-06-13 10:59:49,3
37.781219,-122.472435,2016-11-07 21:07:17,2
38.558956,-122.820183,2017-01-18 15:24:56,2
37.769375,-122.405533,2016-12-25 06:36:39,2
37.825729,-122.304802,2016-12-22 09:53:25,3
36.903858,-121.63916,2017-01-22 09:19:15,2
33.956965999999994,-118.23967,2016-07-16 21:09:52,2
37.99765,-122.534866,2016-11-03 08:42:05,2
38.762104,-121.255852,2016-07-22 20:29:53,2
38.003258,-121.836006,2016-04-01 19:03:27,2
37.4664,-121.905403,2016-11-26 19:39:38,3
38.273472,-122.671951,2016-10-26 13:45:25,2
37.710388,-122.08419,2016-11-17 10:03:30,2
37.429478,-121.918472,2016-04-29 19:43:38,3
37.317062,-121.94059,2017-01-09 01:20:17,3
37.95695900000001,-122.053314,2016-06-01 11:18:58,3
38.299835,-122.034073,2016-11-19 07:09:01,2
38.635269,-121.388641,2016-11-18 20:33:19,2
38.896008,-121.080376,2016-11-20 21:54:08,3
37.013462,-121.650299,2016-05-16 13:29:37,2
37.877804,-122.18261,2016-09-08 18:55:37,2
37.403236,-122.046913,2016-09-02 11:44:37,2
33.664024,-117.38508600000002,2016-07-13 16:53:59,2
39.279392,-121.098976,2016-04-22 16:44:26,2
33.133568,-117.12458,2016-07-04 21:44:43,2
37.842594,-122.2976,2016-08-28 02:41:46,3
37.668953,-122.10939,2016-12-23 10:24:48,3
34.169533,-118.59745,2016-07-07 00:30:55,2
37.983276,-121.300659,2016-08-29 10:37:40,2
37.74382,-122.199333,2016-06-28 17:24:27,3
38.012264,-121.754219,2016-03-24 11:39:38,2
36.974072,-121.883072,2016-11-05 08:04:18,2
37.881908,-122.308258,2017-01-15 16:45:47,3
34.140312,-118.0168,2016-07-06 18:02:59,3
37.354584,-121.77729,2016-11-27 13:36:33,2
37.884933,-121.832504,2016-09-12 09:42:19,2
37.619972,-122.075974,2016-03-24 20:33:19,3
38.110798,-121.394455,2016-09-18 12:11:43,2
37.867458,-122.198204,2017-01-20 11:39:33,2
38.546753,-121.437897,2016-04-12 00:27:02,2
37.740501,-121.586143,2017-01-06 09:30:58,3
37.57436,-121.88523899999998,2016-05-28 09:13:13,3
37.688675,-122.128761,2016-08-15 19:35:00,2
38.429642,-122.745682,2016-04-21 23:35:35,2
37.694778,-122.113632,2017-01-04 22:25:42,2
38.828175,-123.014366,2016-06-05 07:42:24,2
38.27066,-122.667992,2016-08-11 18:32:46,2
38.48787700000001,-121.412979,2016-10-18 11:32:45,2
38.638069,-121.203156,2016-03-30 12:29:33,2
38.508896,-122.92526200000002,2016-09-28 11:08:27,2
37.854172,-122.220558,2017-01-23 02:01:07,2
37.796608,-122.270355,2016-03-23 20:52:30,3
37.145802,-121.985321,2017-01-20 21:17:47,2
34.028423,-118.229935,2016-07-04 20:03:23,3
38.524895,-121.467789,2016-12-09 12:42:04,2
33.778434999999995,-117.872459,2016-07-06 22:37:14,2
37.45882,-122.137894,2016-06-13 14:49:00,2
37.56221,-121.905434,2016-06-16 09:45:37,3
34.136944,-118.094521,2016-07-15 18:34:39,2
36.982502,-121.964455,2016-04-28 20:06:49,2
38.420788,-122.552643,2017-01-25 09:23:11,2
37.71965,-121.658867,2016-10-03 19:07:27,3
37.957039,-121.328644,2016-10-16 16:31:14,3
34.072468,-117.931755,2016-07-07 14:36:05,3
38.583015,-121.50322,2017-01-02 16:27:38,3
37.731606,-122.188606,2016-09-21 17:18:57,3
37.956322,-121.324234,2016-06-08 14:31:56,3
33.925053000000005,-118.024498,2016-07-15 12:36:45,2
38.476143,-121.424957,2016-04-04 20:08:48,2
38.766384,-121.254646,2016-08-30 21:04:16,3
37.808498,-122.366852,2016-04-07 11:12:00,3
38.332996,-122.018837,2016-09-16 20:05:46,3
37.609432,-120.993591,2016-11-07 21:17:25,2
37.282837,-121.828796,2016-08-23 11:30:31,2
38.56509000000001,-121.498009,2016-08-03 13:15:42,2
37.723717,-122.401115,2016-12-14 12:52:47,2
34.050564,-118.214096,2016-06-30 20:04:48,3
33.853874,-117.886253,2016-06-30 19:49:55,2
37.719742,-121.658539,2016-07-30 12:54:08,3
37.962208,-122.059227,2016-11-02 11:09:22,2
37.701363,-121.849533,2016-07-03 19:18:43,3
33.781948,-117.878494,2016-06-29 21:57:44,3
38.602249,-121.506027,2016-11-16 18:48:38,3
38.555466,-121.44091,2016-04-19 18:03:19,2
37.409042,-122.07045,2016-12-21 11:22:16,2
37.711716,-121.717743,2016-09-25 06:24:56,3
37.708939,-121.723686,2016-04-01 23:03:02,3
33.874031,-118.229431,2016-06-21 22:17:39,2
38.409191,-121.38887,2016-09-22 11:27:41,2
37.969532,-122.04673,2016-07-07 00:08:22,2
33.677608,-117.75827,2016-07-08 20:12:28,3
34.472118,-118.315948,2016-06-23 20:31:47,2
37.969894,-121.922874,2016-04-06 18:33:38,2
38.67136,-121.591324,2016-03-30 18:33:13,3
34.492123,-118.283791,2016-07-08 18:20:51,2
37.7509,-121.142044,2016-09-22 11:41:45,2
38.130322,-121.352623,2016-12-05 20:11:14,2
38.592033,-121.552322,2016-08-26 20:45:47,3
33.846661,-118.211708,2016-07-18 11:51:29,2
37.351471,-121.91433700000002,2016-08-27 03:24:51,3
38.71255900000001,-120.710953,2016-12-13 12:17:17,2
38.603432,-121.40148899999998,2016-08-13 15:00:15,2
33.824421,-118.206902,2016-07-16 19:34:33,3
38.647301,-121.475296,2016-04-11 15:40:21,2
38.3638,-121.965302,2016-09-13 14:09:19,3
37.869522,-122.304764,2016-07-30 16:35:27,3
37.398247,-122.024101,2016-05-16 14:03:01,2
37.833107,-122.294632,2016-04-13 11:46:38,3
38.642941,-121.225372,2016-06-09 10:49:00,2
37.71118900000001,-121.084846,2016-11-04 22:14:28,2
37.361137,-122.120232,2016-09-13 10:12:52,3
34.155421999999994,-118.2939,2016-07-06 22:40:46,2
38.448486,-122.413277,2016-09-12 21:12:01,2
33.809055,-118.287476,2016-07-14 08:49:08,3
38.25127,-121.292007,2016-12-21 18:04:15,2
37.563076,-122.274139,2016-10-19 20:13:52,3
37.342602,-121.926056,2016-09-08 12:04:12,3
37.334507,-122.027931,2016-04-19 12:37:10,3
38.633858,-121.221954,2016-08-05 17:44:34,2
37.25284600000001,-121.840874,2016-08-03 12:27:25,2
37.824455,-122.313889,2016-05-11 08:32:28,3
37.75516500000001,-122.003433,2016-08-28 09:02:20,2
37.339455,-121.852043,2016-08-17 10:22:40,3
34.299431,-116.871635,2016-06-22 11:04:09,2
37.421124,-122.092476,2016-08-15 12:46:03,2
37.363369,-121.96685,2016-10-12 17:22:08,2
37.842594,-122.2976,2016-04-05 13:43:31,3
37.830688,-121.288612,2016-12-07 14:05:04,3
37.826355,-122.288979,2016-07-22 21:55:50,3
38.021812,-121.96077,2016-04-18 20:26:39,2
36.860226,-121.653191,2017-01-17 20:02:50,2
34.082829,-118.220413,2016-06-30 17:11:38,3
37.317303,-121.940147,2016-05-02 10:40:36,3
36.860882,-121.622269,2016-10-07 17:26:21,2
38.630939,-121.400764,2016-11-15 01:16:11,3
33.809028999999995,-117.108955,2016-07-19 21:57:43,2
38.657719,-121.363426,2016-10-11 17:28:06,3
38.647369,-121.066505,2016-12-13 12:31:47,2
38.37637700000001,-121.36218999999998,2016-08-27 14:26:58,2
37.70089,-121.922325,2016-07-05 02:40:09,3
38.671513,-121.89502,2016-05-30 13:22:30,2
34.159176,-118.158531,2016-06-28 17:42:41,3
38.637272,-121.406364,2016-12-11 11:25:32,2
38.696445,-121.765205,2016-04-24 16:52:14,2
38.748516,-120.617409,2016-07-16 15:47:03,2
37.719742,-121.658539,2016-07-30 12:43:17,3
34.066128000000006,-117.254227,2016-06-30 18:37:06,3
38.663536,-121.315125,2017-01-18 18:22:46,2
37.311989,-122.276268,2016-06-19 15:07:41,2
38.21200200000001,-122.549248,2016-05-09 14:29:25,2
36.979454,-121.909035,2016-11-17 13:16:53,2
38.861137,-121.953758,2016-11-06 20:08:39,3
37.984699,-121.343681,2016-08-19 09:03:25,2
37.884373,-122.17971,2016-10-25 13:20:00,2
37.761871,-120.817337,2016-11-10 21:29:46,2
38.555428000000006,-121.354332,2016-05-11 11:15:06,2
37.825237,-122.305832,2016-07-21 07:57:05,3
38.493378,-121.442993,2016-05-12 20:43:42,2
37.421124,-122.092476,2016-09-09 10:47:33,2
38.191338,-120.829025,2016-05-30 23:22:32,2
38.841068,-120.886139,2016-09-11 14:41:37,2
34.023796000000004,-118.247429,2016-06-29 19:21:13,2
37.653477,-121.89827,2016-10-04 13:18:24,3
37.824001,-122.316925,2016-08-16 11:38:01,3
37.879536,-122.522652,2016-11-16 16:55:19,2
39.314392,-121.65995,2016-11-09 09:38:24,2
36.552803,-121.910645,2016-08-12 18:37:30,2
38.236176,-122.461472,2016-11-09 10:41:03,2
34.36216,-117.433266,2016-06-22 09:34:27,3
38.247974,-122.923836,2016-09-18 03:46:33,2
37.700802,-121.92276,2016-08-23 08:41:59,3
38.568821,-121.330826,2016-11-10 11:35:53,2
38.090702,-122.227066,2016-06-27 04:22:25,3
37.365776,-121.772903,2016-10-21 15:16:42,2
37.607307,-120.974861,2017-01-19 18:29:37,2
37.021408,-121.56923700000002,2016-11-25 23:25:37,2
37.114731,-121.974701,2016-10-27 15:42:51,2
37.661167,-121.906128,2016-06-30 22:59:36,3
38.539101,-121.366776,2016-12-09 10:41:08,2
37.70854600000001,-122.163666,2016-04-19 11:17:18,3
38.616486,-121.539436,2016-03-30 14:37:52,2
37.549904,-122.025429,2016-10-14 17:54:34,3
38.203575,-121.244415,2016-05-12 17:22:10,2
37.74287,-121.561752,2016-09-21 07:18:25,3
37.342602,-121.926056,2016-10-24 01:32:00,3
38.684849,-120.652176,2016-07-22 22:23:52,2
34.136311,-117.531662,2016-07-03 12:05:25,2
38.564735,-121.497742,2016-11-17 17:58:32,2
37.42049,-122.091606,2016-11-07 21:24:56,2
38.687206,-122.839539,2016-07-24 02:07:26,2
33.490067,-117.143921,2016-07-05 18:23:47,3
37.640083,-122.090614,2016-07-21 21:39:25,3
37.641872,-122.405899,2017-01-16 19:43:56,2
37.074219,-122.080322,2016-10-26 13:04:49,2
36.403473,-121.316559,2016-07-05 11:05:58,2
37.667934,-122.394661,2016-04-22 10:15:32,2
38.588539,-121.383041,2016-12-05 18:32:25,2
36.62112,-121.644089,2016-06-09 09:24:56,2
33.685047,-117.176315,2016-07-12 20:28:48,2
37.957008,-122.278725,2016-11-25 13:04:51,2
37.022377,-121.566429,2016-06-10 11:36:37,2
34.136135,-117.367859,2016-07-07 00:21:17,2
38.510441,-121.452805,2016-10-23 17:35:36,2
37.767666,-122.395859,2016-12-29 15:54:55,3
34.153896,-118.275482,2016-07-12 12:01:41,2
37.449371,-122.123108,2016-04-29 18:24:26,2
